ID,樣品名稱,熱量(kcal),粗蛋白(g),粗脂肪(g),總碳水化合物(g)
1991,冷凍豬肉湯圓,281.398,6.5,12.1196,36.5804
1992,炒板條,149.4,4.2,4.2,23.7
1993,泡麵(牛肉口味),473.2845,9.6,24.4969,53.6031
1994,泡麵(鮮蝦口味),474.843,9.6,23.8486,55.4514
1995,擔仔麵,123.7,4.4,6.5,11.9
1996,冷凍牛肉水餃,215.1943,8.92,9.6763,23.1069
1997,冷凍豬肉水餃,207.749,8.071,9.665,22.12
1998,冷凍豬肉韭菜水餃,228.924,8.4,11.4648,23.0352
1999,冷凍豬肉蟹黃水餃,223.2216,7.771,9.79,26.0069
2000,冷凍香菇雞肉水餃,220.86,9.54,10.21,22.7025
2001,冷凍素食水餃,175.0255,8.7425,4.1107,25.7648
2002,冷凍鮪魚水餃,195.98,9.047,8.5,20.823
2003,冷凍豬肉熟水餃,235.2438,7.176,10.091,28.9302
2004,冷凍素食熟水餃,208.6077,7.155,5.3845,32.8818
2005,冷凍冬菜蝦仁餛飩,190.8615,9.1,6.2523,24.5477
2006,冷凍豬肉餛飩,239.6795,11.1,12.5759,20.5241
2007,冷凍菜肉餛飩,236.4835,9.1,16.3367,13.2633
2008,溫州餛飩,144.8755,6.5,7.9351,11.8649
2009,豬肉鍋貼,237.6475,7.8,11.2895,26.2105
2010,熟水餃(高麗菜水餃),199.3245,7.359,10.1201,19.7019
2011,冷凍叉燒包,266.1865,8.8,4.7573,47.0427
2012,冷凍酸菜焢肉包子,301.0116,8.641,13.08,37.1819
2013,冷凍芋泥包,263.0255,6.628,3.5519,51.1366
2014,冷凍豆沙包,246.5725,7.4,1.0745,51.8255
2015,冷凍芝麻包,340.774,7.2,11.6748,51.7252
2016,冷凍蓮蓉包,292.3,7.9,5.5,52.8
2017,冷凍叉燒包子,266.7999,7.123,6.0523,45.9593
2018,冷凍牛肉包子,268.6828,10.822,4.57,46.0662
2019,冷凍豬肉包子,266.2784,7.6235,9.2144,38.2137
2020,冷凍豬肉湯包,234.5305,10.1,14.3461,16.2539
2021,小籠包,241.5,9.6,15.5,15.9
2022,冷凍素菜包子,233.9785,8.6,3.7557,41.4443
2023,竹筍包,208.5225,6.888,5.4873,32.8962
2024,冷凍白饅頭,279.0712,7.412,2.37,57.0233
2025,白饅頭,248.4,8.1,1.2,51.3
2026,芋頭饅頭,154.7536,5.726,0.6356,31.5323
2027,花捲,227.4297,5.661,1.8777,46.9716
2028,冷藏堅果饅頭,306.9756,9.608,8.82,47.2909
2029,黑糖饅頭,234.9362,6.784,0.8754,49.9804
2030,冷凍銀絲卷(奶黃),282.9364,8.931,3.25,54.4906
2031,火腿蛋三明治,274.9121,10.851,13.1789,28.2245
2032,披薩(夏威夷),270.0742,12.017,8.6978,35.9315
2033,冷凍披薩(黑胡椒火腿),209.8664,9.323,6.85,27.7311
2034,蔥油餅,304.7865,8.314,9.3165,46.9205
2035,冷凍蔥油餅,257.9933,9.09,3.0749,48.4898
2036,冷凍蛋餅皮,230.9267,5.719,3.6779,43.7374
2037,燒餅,322.7,9.1,9.1,51.1
2038,韭菜盒子,217.1305,7.5,12.1461,19.4539
2039,大餅包小餅(紅豆),375.7,8.3,16.5,48.5
2040,水煎包,166.4661,4.27,5.3821,25.2368
2041,牛肉餡餅,224.978,9.6,10.3556,23.3444
2042,豬肉餡餅,327.225,6.218,23.3326,23.0899
2043,冷凍燒賣,187.7998,9.86,9.705,15.2537
2044,冷凍水晶包,211.026,4.76,7.81,30.424
2045,"冷凍,水晶餃",190.1877,2.828,3.5061,36.8302
2046,油條,551.3075,10.1,40.1815,37.3185
2047,冷凍春捲,271.7776,5.143,13.93,31.4589
2048,蚵仔煎,192.214,4.9,10.4428,19.6572
2049,棺材板,264.3,7.0,17.5,19.7
2050,油豆腐粉絲(阿給),146.2,6.9,6.2,15.7
2051,冷凍可樂餅(奶汁),114.3016,3.64,2.28,19.8054
2052,芋圓,213.694,0.923,0.16,52.1405
2053,粉圓,345.9676,0.244,0.0,86.2479
2054,冷凍甘薯條,181.7226,1.772,6.5214,28.9855
2055,冷凍馬鈴薯條,151.07,2.2,4.486,25.474
2056,台式泡菜,58.8166,0.9,0.2998,13.1296
2057,黃金泡菜,110.9288,2.426,5.6872,12.51
2058,韓式泡菜,35.1609,2.014,0.4181,5.8355
2059,花瓜罐頭,88.7205,2.9,0.2241,18.7759
2060,冷凍洋蔥圈,281.106,3.977,11.0468,41.4442
2061,醃辣椒,53.1436,1.931,0.316,10.6439
2062,佃煮黑豆,271.4506,10.498,6.163,43.4979
2063,豆干絲,170.11,18.31,8.63,4.8
2064,五香豆干,196.758,19.27,10.5596,6.1604
2065,小方豆干,161.04,17.4,8.6,3.51
2066,黑豆干,197.0871,19.029,12.5251,2.0613
2067,豆腐皮,209.4169,25.29,10.9777,2.3644
2068,日式炸豆皮,387.958,19.17,32.42,4.8745
2069,豆豉,236.6417,20.3763,11.5409,12.8171
2070,豆棗,420.3226,11.749,19.245,50.0304
2071,百頁豆腐,196.424,13.38,13.082,6.2915
2072,傳統豆腐,88.41,8.46,3.41,5.97
2073,傳統豆腐(2022年取樣),95.7024,9.58,5.5156,1.9355
2074,冷凍豆腐,130.8572,12.919,7.0532,3.9256
2075,小三角油豆腐,159.7459,12.723,13.3423,0.0
2076,嫩豆腐,53.1199,4.93,2.9943,1.6128
2077,雞蛋豆腐,79.3506,6.867,4.577,2.6724
2078,麻油辣腐乳,106.9855,8.96,5.7731,4.7969
2079,素肉,210.2383,23.939,10.0575,5.9912
2080,冷凍素雞塊,205.8296,14.174,8.12,19.0134
2081,花生麵筋罐頭,205.829,11.0,11.0858,15.5142
2082,香菇麵筋罐頭,192.4,10.7,10.0,14.9
2083,叉燒肉,252.5617,17.179,13.0929,16.5024
2084,切片火腿(牛肉),121.0468,15.853,2.22,9.4137
2085,切片火腿(豬肉),146.5701,16.525,4.9249,9.0365
2086,切片火腿(雞肉),148.4084,15.264,5.264,9.9941
2087,"條狀火腿(牛肉,黑胡椒)",112.89,18.85,2.33,4.13
2088,條狀火腿(豬肉),145.4555,16.2425,3.8187,11.5293
2089,醬肘子,133.9852,18.971,6.56,0.0
2090,培根,372.4689,13.5023,35.6209,0.0
2091,臘肉(五花肉),524.6003,18.45,49.0067,2.435
2092,臘肉(腿肉),376.9395,26.74,27.1647,6.3743
2093,片狀肉乾(牛肉),335.1964,30.3015,5.196,41.8066
2094,"片狀肉乾(牛肉,辣味)",334.9235,37.971,7.0347,29.9318
2095,片狀肉乾(豬肉),329.1977,30.019,5.0233,40.978
2096,條狀肉乾(豬肉),344.5673,43.237,7.9025,25.1242
2097,牛肉香腸,298.0708,20.656,20.45,7.8492
2098,香腸,354.2464,16.996,26.3308,12.3213
2099,香腸(蒜味),387.2926,16.6335,27.7526,17.7463
2100,蒟蒻香腸(蒜味),288.7356,19.4,14.87,19.3264
2101,小巧香腸,362.0761,15.11,28.2189,11.9165
2102,雞肉香腸(大),283.2324,22.39,16.28,11.7881
2103,雞肉香腸(小),458.5636,13.904,37.72,15.8669
2104,熱狗,257.3143,13.285,18.1331,10.2441
2105,德國香腸,274.7004,15.908,21.4248,4.5613
2106,冷凍小香腸,248.8756,14.82,17.76,7.4389
2107,冷凍珍珠丸,225.444,9.523,11.516,20.927
2108,冷凍貢丸,244.1073,16.64,20.2925,0.0
2109,冷凍雞肉丸,201.9356,10.535,12.3,12.2739
2110,冷凍牛肉漢堡肉,249.417,14.413,18.515,6.2825
2111,冷凍雞塊,227.6755,15.3,12.8951,12.6049
2112,豬肉脯,440.7,33.4,25.1,20.3
2113,豬肉酥,512.982,33.0,28.2764,31.6236
2114,雞肉酥,450.6096,26.683,14.56,53.2094
2115,肉羹,246.7735,9.718,14.7047,18.8898
2116,冷凍咕咾肉,184.3,6.4,9.5,18.3
2117,豬腳凍,144.6,16.6,7.8,2.0
2118,冷凍花枝丸,165.6721,12.728,6.9593,13.0316
2119,冷凍虱目魚丸,205.776,13.6643,11.8872,11.0335
2120,冷凍文蛤丸,210.6188,16.157,9.21,15.7752
2121,冷凍旗魚丸,159.6722,12.818,6.6966,12.0327
2122,冷凍鱈魚丸,98.8567,8.525,2.4255,10.7318
2123,冷凍蝦丸,122.7462,10.7615,2.335,14.6713
2124,冷凍花枝排,187.1619,5.491,7.2939,24.8882
2125,冷凍鮪排,143.3,13.4,0.9,20.4
2126,冷凍蝦餅,126.5,9.6,2.1,17.3
2127,冷凍干貝酥,146.1384,8.33,0.21,27.7321
2128,冷凍花枝塊,180.2416,11.25,7.45,17.0479
2129,冷凍旗魚塊,177.9772,15.261,6.48,14.6533
2130,冷凍蚵捲,213.4191,6.93,17.5431,6.9528
2131,冷凍魚捲,126.3,13.8,0.3,17.1
2132,冷凍蝦捲,155.9353,10.281,5.6677,15.9505
2133,冷凍魷魚圈,143.2,15.7,0.4,19.2
2134,冷凍花枝餃,176.9609,12.356,5.6185,19.2426
2135,冷凍香菇餃,232.8296,12.3,15.29,11.5049
2136,冷凍蛋餃,183.1335,12.07,14.0587,2.0813
2137,冷凍雪螺餃,203.61,11.59,10.03,16.745
2138,冷凍魚餃,277.4837,12.5485,19.5285,12.8833
2139,冷凍蝦餃,273.3348,11.3965,19.3,13.5122
2140,冷凍燕餃,321.4981,12.8415,23.5713,14.4976
2141,冷凍蟹味棒,117.7915,9.3,0.6783,18.6217
2142,冷凍魚卵卷,115.3379,12.903,0.1823,15.5213
2143,魚板,127.7921,9.986,1.9501,17.5743
2144,天婦羅,175.8945,12.4,4.6989,21.0011
2145,冷凍花枝漿,226.9158,11.176,12.6246,17.1476
2146,冷凍花枝羹,125.5,11.4,4.7,9.4
2147,魚肉脯,157.0375,21.9,12.3675,0.0
2148,鯖魚肉脯,684.566,33.77,60.38,1.5165
2149,魚肉鬆,469.8,28.2,20.2,43.8
2150,旗魚鬆,480.8651,31.319,22.8807,37.4157
2151,鮭魚鬆,451.7683,28.972,21.6211,35.3226
2152,香筍鮪魚罐頭,290.182,10.0,30.0364,0.0
2153,茄汁鯖魚罐頭,116.2647,17.577,3.8423,2.844
2154,沖泡濃湯(海鮮),354.6995,11.2,6.8599,62.0401
2155,玉米濃湯調理包,369.2894,4.363,5.903,74.6776
2156,生啤酒,69.5288,0.389,0.0,8.2432
2157,啤酒,67.0056,,0.0,8.8764
2158,陳年紹興酒,199.0776,1.84,0.0,19.0544
2159,白葡萄酒,134.3096,0.143,0.0,14.1844
2160,紅葡萄酒,136.5664,0.103,0.0,14.7886
2161,雞精,34.126,8.581,0.0,0.0
